Ingredient,Quantity
salmon coho farmed raw,992
salmon coho farmed ckd dry heat,691
trout rainbow farmed raw,825
trout rainbow farmed ckd dry heat,651
crayfish mxd sp farmed raw,681
crayfish mxd sp farmed ckd moist heat,997
oyster eastern wild ckd dry heat,256
oyster eastern farmed raw,848
oyster eastern farmed ckd dry heat,847
salmon coho wild ckd dry heat,537
conch baked or broiled,837
usda commodity salmon nuggets breaded frz htd,686
usda commodity salmon nuggets ckd as purchased unhtd,485
salmon sockeye cnd total can contents,877
fish salmon pink cnd drnd sol,111
fish tilapia raw,518
fish tilapia ckd dry heat,779
salmon sockeye cnd drnd sol wo skn  bones,298
fish salmon pink cnd drnd sol wo skn  bones,862
fish pollock alaska raw (not previously frozen),215
fish pollock alaska ckd (not previously frozen),827
fish cod pacific raw (not previously frozen),176
fish cod pacific ckd (not previously frozen),162
crustaceans shrimp raw (not previously frozen),203
crustaceans shrimp ckd (not previously frozen),633
fish trout brook raw new york state,515
beans adzuki mature seeds raw,191
beans adzuki mature seeds ckd bld wosalt,490
beans adzuki mature seeds cnd swtnd,783
yokan prep from adzuki bns  sugar,400
beans baked home prepared,923
beans bkd cnd pln or vegetarian,938
beans bkd cnd wbf,286
beans bkd cnd wfranks,695
beans bkd cnd wpork,512
beans bkd cnd wporkswt sau,893
beans bkd cnd wporktomato sau,613
beans black mature seeds raw,997
beans black mature seeds ckd bld wosalt,114
beans black turtle mature seeds raw,544
beans black turtle mature seeds ckd bld wo salt,314
beans black turtle mature seeds cnd,140
beans cranberry (roman) mature seeds raw,716
beans cranberry (roman) mature seeds ckd bld wosalt,133
beans cranberry (roman) mature seeds cnd,136
beans french mature seeds raw,555
beans french mature seeds ckd bld wosalt,331
beans great northern mature seeds raw,661
beans great northern mature seeds ckd bld wosalt,606
beans great northern mature seeds cnd,400
beans kidney all types mature seeds raw,852
beans kidney all types mature seeds ckd bld wosalt,258
beans kidney all types mature seeds cnd,951
beans kidney california red mature seeds raw,519
beans kidney california red mature seeds ckd bld wosalt,677
beans kidney red mature seeds raw,505
beans kidney red mature seeds ckd bld wosalt,144
beans kidney red mature seeds cnd sol  liquids,166
beans kidney royal red mature seeds raw,397
beans kidney royal red mature seeds ckd bld wosalt,728
beans navy mature seeds raw,423
beans navy mature seeds ckd bld wosalt,337
beans navy mature seeds cnd,980
beans pink mature seeds raw,433
beans pink mature seeds ckd bld wosalt,632
beans pinto mature seeds raw,735
beans pinto mature seeds ckd bld wosalt,225
beans pinto mature seeds cnd sol  liquids,222
beans sml white mature seeds raw,299
beans sml white mature seeds ckd bld wosalt,712
beans yel mature seeds raw,288
beans yel mature seeds ckd bld wosalt,165
beans white mature seeds raw,904
beans white mature seeds ckd bld wosalt,189
beans white mature seeds cnd,164
broadbeans (fava beans) mature seeds raw,585
broadbeans (fava bns) mature seeds ckd bld wosalt,597
broadbeans (fava bns) mature seeds cnd,706
carob flour,734
chickpeas (garbanzo bns bengal gm) mature seeds raw,993
chickpeas  mature seeds ckd bld wosalt,941
chickpeas (garbanzo bns bengal gram) mature sds cnd solliq,224
chili with beans canned,141
cowpeas catjang mature seeds raw,133
cowpeas catjang mature seeds ckd bld wosalt,269
cowpeas common (blackeyes crowder southern) mtre seeds raw,326
cowpeas common (blkeyes crwdr sthrn) mture ckd bld wosalt,152
cowpeas common mature seeds cnd pln,614
cowpeas common mature seeds cnd wpork,549
hyacinth bns mature seeds raw,536
hyacinth bns mature seeds ckd bld wosalt,982
lentils raw,183
lentils mature seeds ckd bld wosalt,577
lima bns lrg mature seeds raw,121
lima bns lrg mature seeds ckd bld wosalt,263
lima bns lrg mature seeds cnd,164
lima bns thin seeded (baby) mature seeds raw,861
lima bns thin seeded (baby) mature seeds ckd bld wosalt,683
lupins mature seeds raw,109
lupins mature seeds ckd bld wo salt,198
mothbeans mature seeds raw,131
mothbeans mature seeds ckd bld wosalt,768
mung bns mature seeds raw,260
mung bns mature seeds ckd bld wosalt,954
noodles chinese cellophane or long rice (mung bns) dehyd,378
mungo bns mature seeds raw,236
mungo bns mature seeds ckd bld wosalt,668
peas grn split mature seeds raw,550
peas split mature seeds ckd bld wosalt,578
peanuts all types raw,888
peanuts all types ckd bld wsalt,402
peanuts all types oil-roasted wsalt,892
peanuts all types dry-roasted wsalt,330
peanuts spanish raw,760
peanuts spanish oil-roasted wsalt,482
peanuts valencia raw,560
peanuts valencia oil-roasted wsalt,356
peanuts virginia raw,339
peanuts virginia oil-roasted wsalt,723
peanut butter chunk style wsalt,433
peanut butter smooth style w salt,131
peanut flour defatted,340
peanut flour low fat,750
pigeon peas (red gm) mature seeds raw,125
pigeon peas (red gm) mature seeds ckd bld wosalt,358
refried bns cnd traditional style (includes usda commodity),649
bacon meatless,628
meat extender,415
sausage meatless,608
soybeans mature seeds raw,252
soybeans mature ckd bld wosalt,811
soybeans mature seeds rstd salted,424
soybeans mature seeds dry rstd,648
miso,850
natto,962
tempeh,735
soy flour full-fat raw,865
soy flr full-fat rstd,745
soy flour defatted,534
soy flour low-fat,701
soy meal defatted raw,326
soymilk original  vanilla unfortified,812
soy prot conc produced by alcohol extraction,841
soy protein isolate,917
soy sau made from soywheat (shoyu),932
soy sau made from soy (tamari),879
soy sau made from hydrolyzed veg prot,745
tofu firm prep wca sulfatemagnesium chloride (nigari),201
tofu soft prep wca sulfatemagnesium chloride (nigari),974
tofu dried-frozen (koyadofu),924
tofu fried,603
okara,223
tofu saltedfermented (fuyu),321
yardlong bns mature seeds raw,431
yardlong bns mature seeds ckd bld wosalt,314
winged bns mature seeds raw,884
winged bns mature seeds ckd bld wo salt,749
hummus home prep,857
falafel home-prepared,475
soymilk original  vanilla w added ca vitamins a  d,736
lentils pink or red raw,851
beans kidney red mature seeds cnd drnd sol,123
beans pinto cnd drnd sol,625
veggie burgers or soyburgers  unprep,256
peanut sprd red sugar,353
peanut butter smooth red fat,401
peanut butter smooth vit  mineral fort,705
peanut butter chunky vitaminmineral fort,589
chickpea flour (besan),957
hummus commercial,130
tofu ex firm prep wnigari,809
tofu hard prep wnigari,787
mori-nu tofu silken soft,373
mori-nu tofu silken firm,137
mori-nu tofu silken ex firm,993
mori-nu tofu silken lite firm,466
mori-nu tofu silken lite ex firm,966
soymilk choc unfortified,841
usda cmdty pnut butter smooth,305
soymilk choc w added ca vitamins a  d,616
refried bns cnd vegetarian,252
refried bns cnd fat-free,832
frijoles rojos volteados (refried bns red canned),338
tempeh ckd,767
campbell's brn sugarbacon flav bkd bns,682
campbell's pork  bns,912
pace traditional refried bns,399
pace salsa refried bns,293
pace spicy jalapeno refried bns,116
vitasoy usa nasoya lite firm tofu,834
vitasoy usa organic nasoya super firm cubed tofu,817
vitasoy usa organic nasoya ex firm tofu,874
vitasoy usa organic nasoya firm tofu,774
vitasoy usa  organic nasoya silken tofu,568
vitasoy usa vitasoy organic creamy original soymilk,727
vitasoy usa vitasoy organic classic original soymilk,465
vitasoy usa vitasoy lt vanilla soymilk,116
soymilk (all flavors) unswtnd w added ca vitamins a  d,557
soymilk (all flavors) enhanced,752
soymilk original  vanilla lt w added ca vitamins a  d,830
soymilk choc  other flavors lt w added ca vitamins a  d,333
soymilk original  vanilla lt unswtnd w added ca vit a  d,574
soymilk (all flavors) lowfat w added ca vitamins a  d,859
soymilk (all flavors) nonfat w added ca vitamins a  d,205
soymilk choc nonfat w added ca vitamins a  d,268
silk pln soymilk,228
silk vanilla soymilk,488
silk choc soymilk,990
silk lt pln soymilk,805
silk lt vanilla soymilk,473
silk lt choc soymilk,969
silk plus omega-3 dha soymilk,860
silk plus for bone health soymilk,216
silk plus fiber soymilk,313
silk unswtnd soymilk,204
silk very vanilla soymilk,744
silk nog soymilk,137
silk chai soymilk,747
silk mocha soymilk,268
silk coffee soymilk,184
silk vanilla soy yogurt (family size),207
silk vanilla soy yogurt (single serving size),577
silk pln soy yogurt,931
silk strawberry soy yogurt,197
silk raspberry soy yogurt,372
silk peach soy yogurt,678
silk black cherry soy yogurt,600
silk blueberry soy yogurt,859
silk key lime soy yogurt,146
silk banana-strawberry soy yogurt,380
silk original creamer,876
silk french vanilla creamer,595
silk hazelnut creamer,182
vitasoy usa organic nasoya soft tofu,548
vitasoy usa nasoya lite silken tofu,354
vitasoy usa organic nasoya tofu plus ex firm,998
vitasoy usa organic nasoya tofu plus firm,788
vitasoy usa organic nasoya sprouted tofu plus super firm,622
vitasoy usa azumaya ex firm tofu,939
vitasoy usa azumaya firm tofu,976
vitasoy usa azumaya silken tofu,878
house foods premium soft tofu,696
house foods premium firm tofu,760
beans adzuki mature sd ckd bld wsalt,935
beans black mature seeds ckd bld wsalt,833
beans black mature seeds cnd lo na,934
beans black turtle mature seeds ckd bld w salt,970
beans cranberry (roman) mature seeds ckd bld wsalt,254
beans french mature seeds ckd bld wsalt,806
beans great northern mature seeds ckd bld wsalt,196
beans great northern mature seeds cnd lo na,873
beans kidney all types mature seeds ckd bld wsalt,680
beans kidney california red mature seeds ckd bld wsalt,739
beans kidney red mature seeds ckd bld wsalt,763
beans kidney red mature seeds cnd drnd sol rinsed in tap h2o,629
beans kidney royal red mature seeds ckd bld wsalt,607
beans kidney red mature seeds cnd sol  liq lo na,590
beans navy mature seeds ckd bld wsalt,326
beans pink mature seeds ckd bld wsalt,916
beans pinto mature seeds ckd bld wsalt,463
beans pinto mature seeds cnd drnd sol rinsed in tap h2o,925
beans sml white mature seeds ckd bld wsalt,188
beans pinto mature seeds cnd sol  liquids lo na,765
beans yel mature seeds ckd bld wsalt,779
beans white mature seeds ckd bld w salt,498
broadbeans (fava bns) mature seeds ckd bld wsalt,301
chickpeas mature seeds ckd bld wsalt,988
chickpeas mat seeds cnd drnd sol,160
chickpeas mature seeds cnd drnd rinsed in tap h2o,801
chickpeas mature seeds cnd sol  liquids lo na,326
cowpeas catjang mature seeds ckd bld wsalt,533
cowpeas common mature seeds ckd bld wsalt,619
hyacinth bns mature seeds ckd bld wsalt,117
lentils mature seeds ckd bld wsalt,973
lima bns lrg mature seeds ckd bld wsalt,768
lima bns thin seeded (baby) mature seeds ckd bld wsalt,935
lupins mature seeds ckd bld wsalt,277
mothbeans mature seeds ckd bld wsalt,545
mung bns mature seeds ckd bld wsalt,321
mungo bns mature seeds ckd bld wsalt,463
peas split mature seeds ckd bld wsalt,854
peanuts all types oil-roasted wo salt,937
peanuts all types dry-roasted wosalt,507
peanuts spanish oil-roasted wosalt,892
peanuts valencia oil-roasted wosalt,571
peanuts virginia oil-roasted wosalt,957
peanut butter chunk style wosalt,821
peanut butter smooth style wosalt,903
peanut butter w omega-3 creamy,895
pigeon peas (red gm) mature seeds ckd bld wsalt,981
refried bns cnd traditional red na,483
soybeans mature seeds ckd bld wsalt,161
soybeans mature seeds rsted no salt added,617
soy prot conc produced by acid wash,399
soy prot isolate k type,390
soy sau made from soywheat (shoyu) lo na,853
soy sau red na made from hydrolyzed veg prot,651
tofu raw firm prep wca sulfate,406
tofu raw reg prep wca sulfate,251
tofu dried-frozen (koyadofu) prep wca sulfate,597
tofu fried prep wca sulfate,885
tofu saltedfermented (fuyu) prep wca sulfate,507
yardlong bns mature seeds ckd bld w salt,584
winged bns mature seeds ckd bld w salt,933
loma linda little links cnd unprep,768
loma linda lofat big franks cnd unprep,229
loma linda tender rounds w gravy cnd unprep,703
loma linda swiss stake w gravy cnd unprep,485
loma linda vege-burger cnd unprep,371
loma linda redi-burger cnd unprep,700
loma linda tender bits cnd unprep,841
loma linda linketts cnd unprep,666
worthington chili cnd unprep,716
worthington choplets cnd unprep,843
worthington diced chik cnd unprep,688
worthington frichik original cnd unprep,228
worthington lofat fri chik cnd unprep,638
worthington lofat veja-links cnd unprep,458
worthington multigrain cutlets cnd unprep,875
worthington prime stakes cnd unprep,242
worthington saucettes cnd unprep,939
worthington super links cnd unprep,858
worthington veg skallops cnd unprep,315
worthington veg steaks cnd unprep,654
worthington vegetarian burger cnd unprep,248
worthington veja-links cnd unprep,993
worthington chic-ketts frz unprep,480
worthington meatless chick roll frz unprep,775
worthington meatless corned bf roll frz unprep,829
worthington dinner rst frz unprep,792
worthington fripats frz unprep,289
worthington prosage links frz unprep,444
worthington prosage roll frz unprep,891
worthington smoked turkey roll frz unprep,913
worthington stakelets frz unprep,976
worthington stripples frz unprep,241
worthington wham (roll) frz unprep,324
morningstar farms brkfst pattie w organic soy frz unprep,988
morningstar farms brkfst bacon strips frz unprep,922
morningstar farms brkfst sausage links frz unprep,783
morningstar farms grillers original frz unprep,384
morningstar farms grillers prime frz unprep,390
morningstar farms asian veggie patties frz unprep,442
morningstar farms mushroom lover's burger frz unprep,759
morningstar farms tomato  basil pizza burger frz unprep,320
morningstar farms buffalo wings frz unprep,521
morningstar farms chik'n nuggets frz unprep,503
morningstar farms chik patties frz unprep,164
morningstar farms italian herb chik'n pattie frz unprep,564
morningstar farms corn dog frz unprep,797
morningstar farms corn dog mini frz unprep,882
morningstar farms sausage style recipe crumbles frz unprep,503
gardenburger black bean chipotle burger frz unprep,587
gardenburger original frz unprep,231
gardenburger flame grilled burger frz unprep,682
gardenburger savory portabella veggie burger frz unprep,375
gardenburger sun-dried tomato basil burger frz unprep,123
gardenburger veggie medley burger frz unprep,877
morningstar farms brkfst sausage patties mpl flav frz unpr,338
morningstar farms chik'n grill veggie patties frz unprep,244
morningstar farms bbq riblets frz unprep,989
worthington leanies frz unprep,131
morningstar farms california turk'y burger frz unprep,469
morningstar farms hotspicy veggie sausge patties frz unprep,352
morningstar farms lasagna w veggie sausage frz unprep,449
morningstar farms grillers qrtr pnd veggie brgr frz unprp,915
morningstar farms sesame chik'n entree frz unprep,387
morningstar farms grillers chik'n veggie patties frz unprep,899
morningstar farms meal starters veggie meatballs frz unprep,486
morningstar farms brkfst biscuit sausage egg  chs frz unpre,860
morningstar farms mediterranean chickpea frz unprep,484
morningstar farms buffalo chik patties frz unprep,920
morningstar farms chik patties original frz unprep,661
morningstar farms brkfst pattie frz unprep,194
morningstar farms rstd garlic  quinoa burger frz unprep,519
morningstar farms parmesan garlic wings frz unprep,545
mornngstr frms brkfst sndwch ssge eggchs eng muff frz unprp,985
mornngstr frms brkfst sndwch scrmblchs eng muff frz unprp,713
morningstar farms chipotle black bean crumbles frz unprep,745
morningstar farms garden veggie nuggets frz unprep,536
morningstar farms spicy blk bean enchilada entree frz unprep,457
morningstar farms spicy indian veggie burger frz unprep,870
morningstar farms tuscan grns  bns frz unprep,250
veal australian rib rib rst ln raw,280
"lamb dom comp of rtl cuts lnfat 14""fat choic raw",372
"lamb dom comp of rtl cuts lnfat 14""fat choic ckd",302
"lamb dom comp of rtl cuts ln 14""fat choic raw",902
"lamb dom comp of rtl cuts ln 14""fat choic ckd",659
"lamb dom comp of rtl cuts fat 14""fat choic raw",676
"lamb dom comp of rtl cuts fat 14""fat choic ckd",174
"lamb dom foreshank lnfat 14""fat choic raw",762
"lamb dom foreshank lnfat 14""fat choic ckd brsd",779
"lamb dom foreshank ln 14""fat choic raw",336
"lamb dom foreshank ln 14""fat choic ckd brsd",791
"lamb dom leg whl (shksirl) lnfat 14""fat choic raw",922
"lamb dom leg whl (shksirl) lnfat 14""fat choic ckd rstd",796
"lamb dom leg whl (shksirl) ln 14""fat choic raw",651
"lamb dom leg whl (shksirl) ln 14""fat choic ckd rstd",425
"lamb dom leg shank half lnfat 14""fat choic raw",497
"lamb dom leg shank half lnfat 14""fat choic ckd rstd",605
"lamb dom leg shank half ln 14""fat choic raw",453
"lamb dom leg shank half ln 14""fat choic ckd rstd",576
"lamb dom leg sirloin half lnfat 14""fat choic raw",578
"lamb dom leg sirloin half lnfat 14""fat choic ckd rstd",123
"lamb dom leg sirloin half ln 14""fat choic raw",694
"lamb dom leg sirloin half ln 14""fat choic ckd rstd",891
"lamb dom loin lnfat 14""fat choic raw",832
"lamb dom loin lnfat 14""fat choic ckd brld",901
"lamb dom loin lnfat 14""fat choic ckd rstd",985
"lamb dom loin ln 14""fat choic raw",498
"lamb dom loin ln 14""fat choic ckd brld",230
"lamb dom loin ln 14""fat choic ckd rstd",107
"lamb dom rib lnfat 14""fat choic raw",361
"lamb dom rib lnfat 14""fat choic ckd brld",797
"lamb dom rib lnfat 14""fat choic ckd rstd",906
"lamb dom rib ln 14""fat choic raw",196
"lamb dom rib ln 14""fat choic ckd brld",417
"lamb dom rib ln 14""fat choic ckd rstd",127
"lamb dom shldr whl (armbld) lnfat 14""fat choic raw",425
"lamb dom shldr whl (armbld) lnfat 14""fat choic ckd brsd",610
"lamb dom shldr whl (armbld) lnfat 14""fat choic ckd brld",214
"lamb dom shldr whl (armbld) lnfat 14""fat choic ckd rstd",782
"lamb dom shldr whl (armbld) ln 14""fat choic raw",697
"lamb dom shldr whl (armbld) ln 14""fat choic ckd brsd",577
"lamb dom shldr whl (armbld) ln 14""fat choic ckd brld",520
"lamb dom shldr whl (armbld) ln 14""fat choic ckd rstd",907
"lamb dom shldr arm lnfat 14""fat choic raw",576
"lamb dom shldr arm lnfat 14""fat choic ckd brsd",752
"lamb dom shldr arm lnfat 14""fat choic ckd brld",177
"lamb dom shldr arm lnfat 14""fat choic ckd rstd",696
"lamb dom shldr arm ln 14""fat choic raw",245
"lamb dom shldr arm ln 14""fat choic ckd brsd",544
"lamb dom shldr arm ln 14""fat choic ckd brld",615
"lamb dom shldr arm ln 14""fat choic ckd rstd",396
"lamb dom shldr blade lnfat 14""fat choic raw",509
"lamb dom shldr blade lnfat 14""fat choic ckd brsd",861
"lamb dom shldr blade lnfat 14""fat choic ckd brld",371
"lamb dom shldr blade lnfat 14""fat choic ckd rstd",762
"lamb dom shldr blade ln 14""fat choic raw",242
"lamb dom shldr blade ln 14""fat choic ckd brsd",161
"lamb dom shldr blade ln 14""fat choic ckd brld",402
"lamb dom shldr blade ln 14""fat choic ckd rstd",252
"lamb dom cubed for stew or kabob (legshldr) ln 14""fat raw",870
"lamb dom cubed for stew (legshldr) ln 14""fat ckd brsd",398
"lamb dom cubed for stew (legshldr) ln 14""fat ckd brld",713
lamb nz imp frz comp of rtl cuts lnfat raw,551
lamb nz imp frz comp of rtl cuts lnfat ckd,937
lamb nz imp frz comp of rtl cuts ln raw,119
lamb nz imp frz comp of rtl cuts ln ckd,367
lamb nz imp frz comp of rtl cuts fat raw,385
lamb nz imp frz comp of rtl cuts fat ckd,112
lamb nz imp fore-shank ln  fat raw,804
lamb nz imp fore-shank ln  fat ckd brsd,360
lamb nz imp fore-shank ln raw,578
lamb nz imp fore-shank ln ckd brsd,672
lamb nz imp leg chopsteak bone-in ln  fat raw,884
lamb nz imp frz leg whl (shksirl) lnfat ckd rstd,489
lamb nz imp leg chopsteak bone-in ln raw,864
lamb nz imp frz leg whl (shksirl) ln ckd rstd,815
lamb nz imp loin chop ln  fat raw,944
lamb nz imp frz loin lnfat ckd brld,633
lamb nz imp loin chop ln raw,346
lamb nz imp frz loin ln ckd brld,506
lamb nz imp rack - partly frenched ln  fat raw,765
lamb nz imp rack - partly frenched ln  fat ckd fast rstd,198
lamb nz imp rack - partly frenched ln raw,275
lamb nz imp rack - partly frenched ln ckd fast rstd,663
lamb nz imp square-cut shldr ln  fat raw,528
lamb nz imp frz shldr whl (armbld) lnfat ckd brsd,153
lamb nz imp square-cut shldr ln raw,542
lamb nz imp frz shldr whl (armbld) ln ckd brsd,700
veal comp of rtl cuts lnfat raw,810
veal comp of rtl cuts lnfat ckd,382
veal comp of rtl cuts ln raw,781
veal comp of rtl cuts ln ckd,863
veal comp of rtl cuts fat raw,791
veal comp of rtl cuts fat ckd,272
veal leg (top rnd) lnfat raw,279
veal leg (top rnd) lnfat ckd brsd,166
veal leg (top rnd) lnfat ckd pan-fried breaded,150
veal leg (top rnd) lnfat ckd pan-fried not breaded,609
veal leg (top rnd) lnfat ckd rstd,734
veal leg (top rnd) ln raw,657
veal leg (top rnd) ln ckd brsd,507
veal leg (top rnd) ln ckd pan-fried breaded,205
veal leg (top rnd) ln ckd pan-fried not breaded,938
veal leg (top rnd) ln ckd rstd,851
veal loin lnfat raw,437
veal loin lnfat ckd brsd,271
veal loin lnfat ckd rstd,972
veal loin ln raw,673
veal loin ln ckd brsd,464
veal loin ln ckd rstd,363
veal rib lnfat raw,251
veal rib lnfat ckd brsd,633
veal rib lnfat ckd rstd,299
veal rib ln raw,370
veal rib ln ckd brsd,352
veal rib ln ckd rstd,384
veal shldr whl (armbld) lnfat raw,729
veal shldr whl (armbld) lnfat ckd brsd,887
veal shldr whl (armbld) lnfat ckd rstd,864
veal shldr whl (armbld) ln raw,594
veal shldr whl (armbld) ln ckd brsd,918
veal shldr whl (armbld) ln ckd rstd,336
veal shldr arm lnfat raw,645
veal shldr arm lnfat ckd brsd,291
veal shldr arm lnfat ckd rstd,777
veal shldr arm ln raw,906
veal shldr arm ln ckd brsd,273
veal shldr arm ln ckd rstd,272
veal shldr blade chop ln  fat raw,777
veal shldr blade lnfat ckd brsd,851
veal shldr blade lnfat ckd rstd,858
veal shldr blade chop ln raw,533
veal shldr blade ln ckd brsd,938
veal shldr blade ln ckd rstd,722
veal sirloin lnfat raw,369
veal sirloin lnfat ckd brsd,348
veal sirloin lnfat ckd rstd,529
veal sirloin ln raw,528
veal sirloin ln ckd brsd,315
veal sirloin ln ckd rstd,823
veal cubed for stew (legshldr) ln raw,451
veal cubed for stew (legshldr) ln ckd brsd,791
veal ground raw,227
veal ground ckd brld,432
game meat antelope raw,321
game meat antelope ckd rstd,416
game meat bear raw,822
game meat bear ckd simmrd,937
bison ground grass-fed ckd,394
bison ground grass-fed raw,438
game meat beaver raw,164
game meat beaver ckd rstd,487
game meat beefalo comp of cuts raw,867
game meat beefalo comp of cuts ckd rstd,926
veal australian fat raw,719
veal australian rib rib rst ln  fat raw,800
game meat bison ln raw,562
game meat bison ln ckd rstd,342
game meat boar wild raw,277
game meat boar wild ckd rstd,665
game meat buffalo h2o raw,247
game meat buffalo h2o ckd rstd,175
game meat caribou raw,251
game meat caribou ckd rstd,550
game meat deer raw,493
game meat deer ckd rstd,465
game meat elk raw,534
game meat elk ckd rstd,153
goat raw,712
game meat goat ckd rstd,779
game meat horse raw,621
game meat horse ckd rstd,673
game meat moose raw,437
game meat moose ckd rstd,768
game meat muskrat raw,593
game meat muskrat ckd rstd,641
game meat opossum ckd rstd,553
game meat rabbit domesticated comp of cuts raw,845
game meat rabbit domesticated comp of cuts ckd rstd,892
game meat rabbit domesticated comp of cuts ckd stwd,522
game meat rabbit wild raw,884
game meat rabbit wild ckd stwd,392
game meat raccoon ckd rstd,732
game meat squirrel raw,673
game meat squirrel ckd rstd,151
lamb var meatsby-products brain raw,170
lamb var meatsby-products brain ckd brsd,957
lamb var meatsby-products brain ckd pan-fried,673
veal var meatsby-products brain raw,279
veal var meatsby-products brain ckd brsd,175
veal var meatsby-products brain ckd pan-fried,103
lamb var meatsby-products heart raw,819
lamb var meatsby-products heart ckd brsd,815
veal var meatsby-products heart raw,188
veal var meatsby-products heart ckd brsd,441
lamb var meatsby-products kidneys raw,158
lamb var meatsby-products kidneys ckd brsd,966
veal var meatsby-products kidneys raw,225
veal var meatsby-products kidneys ckd brsd,954
lamb var meatsby-products liver raw,190
lamb var meatsby-products liver ckd brsd,890
lamb var meatsby-products liver ckd pan-fried,139
veal var meatsby-products liver raw,548
veal var meatsby-products liver ckd brsd,214
veal var meatsby-products liver ckd pan-fried,308
lamb var meatsby-products lungs raw,958
lamb var meatsby-products lungs ckd brsd,481
veal var meatsby-products lungs raw,326
veal var meatsby-products lungs ckd brsd,470
lamb var meatsby-products mechanically separated raw,773
lamb var meatsby-products pancreas raw,685
lamb var meatsby-products pancreas ckd brsd,695
veal var meatsby-products pancreas raw,210
veal var meatsby-products pancreas ckd brsd,262
lamb var meatsby-products spleen raw,354
lamb var meatsby-products spleen ckd brsd,231
veal var meatsby-products spleen raw,642
veal var meatsby-products spleen ckd brsd,998
veal var meatsby-products thymus raw,350
veal var meatsby-products thymus ckd brsd,987
lamb var meatsby-products tongue raw,371
lamb var meatsby-products tongue ckd brsd,161
veal var meatsby-products tongue raw,330
veal var meatsby-products tongue ckd brsd,403
lamb ground raw,189
lamb ground ckd brld,801
"lamb dom comp of rtl cuts lnfat 18""fat choic raw",431
"lamb dom comp of rtl cuts lnfat 18""fat choic ckd",914
"lamb dom foreshank lnfat 18""fat choic raw",276
"lamb dom foreshank lnfat 18""fat ckd brsd",824
"lamb dom leg whl (shksirl) lnfat 18""fat choic raw",391
"lamb dom leg whl (shksirl) lnfat 18""fat choic ckd rstd",225
"lamb dom leg shank half lnfat 18""fat choic raw",323
"lamb dom leg shank half lnfat 18""fat choic ckd rstd",422
"lamb dom leg sirloin half lnfat 18""fat choic raw",732
"lamb dom leg sirloin half lnfat 18""fat choic ckd rstd",485
"lamb dom loin lnfat 18""fat choic raw",903
"lamb dom loin lnfat 18""fat choic ckd brld",292
"lamb dom loin lnfat 18""fat choic ckd rstd",158
"lamb dom rib lnfat 18""fat choic raw",936
"lamb dom rib lnfat 18""fat choic ckd brld",548
"lamb dom rib lnfat 18""fat choic ckd rstd",760
"lamb dom shldr whl (armbld) lnfat 18""fat choic raw",521
"lamb dom shldr whl (armbld) lnfat 18""fat choic ckd brsd",598
"lamb dom shldr whl (armbld) lnfat 18""fat choic ckd brld",634
"lamb dom shldr whl (armbld) lnfat 18""fat choic ckd rstd",873
"lamb dom shldr arm lnfat 18""fat choic raw",694
"lamb dom shldr arm lnfat 18""fat choic ckd brsd",702
"lamb dom shldr arm lnfat 18""fat ckd brld",707
"lamb dom shldr arm lnfat 18""fat choic rstd",445
"lamb dom shldr blade lnfat 18""fat choic raw",108
"lamb dom shldr blade lnfat 18""fat choic ckd brsd",922
"lamb dom shldr blade lnfat 18""fat choic ckd brld",432
"lamb dom shldr blade lnfat 18""fat choic ckd rstd",882
"lamb nz imp frz comp of rtl cuts ln  fat 18"" fat raw",246
"lamb nz imp frz comp of rtl cuts ln  fat 18"" fat ckd",269
"lamb nz imp frz foreshank ln  fat 18"" fat raw",701
"lamb nz imp frz foreshank ln  fat 18"" fat ckd brsd",256
"lamb nz imp frz leg whl (shksirl) ln  fat 18"" fat raw",285
"lamb nz imp frz leg whl (shksirl) ln  fat 18"" ckd rstd",653
"lamb nz imp frz loin ln  fat 18"" fat raw",158
"lamb nz imp frz loin ln  fat 18"" fat ckd brld",571
"lamb nz imp frz rib lnfat 18""fat raw",442
"lamb nz imp frz rib ln  fat 18"" fat ckd rstd",685
"lamb nz imp frz shldr whl (armbld) ln  fat 18"" raw",636
"lamb nz imp frz shdr whl (armbld) ln  fat 18"" ckd brsd",133
"game meat bison top sirloin ln 0""fat raw",118
"game meat bison ribeye ln 0""fat raw",803
"game meat bison shldr clod ln 0""fat raw",571
veal breast fat ckd,411
veal breast whl bnless lnfat raw,722
veal breast whl bnless lnfat ckd brsd,580
veal breast plate half bnless lnfat ckd brsd,914
veal breast point half bnless lnfat ckd brsd,293
veal breast whl bnless ln ckd brsd,381
veal shank (forehind) lnfat raw,787
veal shank (forehind) lnfat ckd brsd,696
veal shank (forehind) ln raw,421
veal shank (forehind) ln ckd brsd,401
"lamb aus imp frsh comp of rtl cuts lnfat 18""fat raw",890
"lamb aus imp frsh comp of rtl cuts lnfat 18""fat ckd",313
"lamb aus imp frsh comp of rtl cuts ln 18""fat raw",852
"lamb aus imp frsh comp of rtl cuts ln 18""fat ckd",452
lamb aus imp frsh fat raw,327
lamb aus imp frsh fat ckd,635
"lamb aus imp frsh foreshank lnfat 18""fat raw",892
"lamb aus imp frsh foreshank lnfat 18""fat ckd brsd",753
"lamb aus imp frsh foreshank ln 18""fat raw",466
"lamb aus imp frsh foreshank ln 18""fat ckd brsd",911
"lamb aus imp frsh leg whl (shksirl) lnfat 18""fat raw",614
